"Banco de México"

"CPI Consumer Price Index and UDIS"
""

"Date: 03/30/2018 10:51:28"

"Important announcement: Some time series have been changed, please review the metadata for the time series."

"Title","CONSUMER PRICE INDEX (INPC)","Core and complementary subindexes, Consumer price index (INPC), Non-Core, Agricultural","Core and complementary subindexes, Consumer price index (INPC), Core, Services, Education (tuitions)","Core and complementary subindexes, Consumer price index (INPC), Non-Core, Energy and Prices Approved by Government, Energy","Core and complementary subindexes, Consumer price index (INPC), Non-Core, Agricultural, Fruits and Vegetables","Core and complementary subindexes, Consumer price index (INPC), Non-Core, Agricultural, Meat and Eggs","Índice Nacional de Precios al consumidor Agricultural, Incidence monthly","Índice Nacional de Precios al consumidor Fruits and vegetables, Incidence monthly","Índice Nacional de Precios al consumidor Meat and eggs, Incidence monthly","Índice Nacional de Precios al consumidor Administered, Incidence monthly","Índice Nacional de Precios al consumidor Education (tutions), Incidence monthly","Core and complementary subindexes, Consumer price index (INPC), Core, Merchandise, Foods, Beverage and Tobacco","Core and complementary subindexes, Consumer price index (INPC), Core, Services, Housing","Índice Nacional de Precios al consumidor Processed foods, beverage and tobacco, Incidence monthly","Índice Nacional de Precios al consumidor Housing (shelter), Incidence monthly","Core and complementary subindexes, Consumer price index (INPC), Core","Core and complementary subindexes, Consumer price index (INPC), Core, Merchandise","Core and complementary subindexes, Consumer price index (INPC), Core, Merchandise, Non Food Merchandise","Core and complementary subindexes, Consumer price index (INPC), Core, Services","Core and complementary subindexes, Consumer price index (INPC), Core, Services, Other Services","Core and complementary subindexes, Consumer price index (INPC), Non-Core","Core and complementary subindexes, Consumer price index (INPC), Non-Core, Energy and Prices Approved by Government","Core and complementary subindexes, Consumer price index (INPC), Non-Core, Energy and Prices Approved by Government, Prices Approved by Government","","","","","","","",""
04/01/1989,8.788353002834,9.981288540059,4.530081424388,5.107690502932,7.005425570766,12.299409837146,N/E,N/E,N/E,N/E,N/E,7.644330312725,8.238375202400,N/E,N/E,9.230195198241,10.158850079861,12.754682429747,7.966674478033,8.328030833588,7.498888579131,5.249262734826,5.398734002698,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E
05/01/1989,8.909317633591,10.370008728335,4.573478266533,5.083940493376,7.803596480498,12.334715496572,N/E,N/E,N/E,N/E,N/E,7.683921980409,8.523370782976,N/E,N/E,9.326321535390,10.212357268486,12.822766902959,8.116655912909,8.412577390370,7.684149045707,5.244958832356,5.427060555288,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E
06/01/1989,9.017518877618,10.702389026578,4.621536835121,5.083940493376,8.254356210066,12.560614681924,N/E,N/E,N/E,N/E,N/E,7.718735669272,8.780134207672,N/E,N/E,9.413296856490,10.249059042168,12.859147983578,8.267368725179,8.514586282311,7.847231854246,5.250414167570,5.441558769687,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E
07/01/1989,9.107720335418,10.901240072381,4.632296784417,5.083940493376,8.513891151940,12.704324429912,N/E,N/E,N/E,N/E,N/E,7.753134626464,9.071883913101,N/E,N/E,9.499311734517,10.258837201591,12.834980016020,8.450402315097,8.655753605134,7.947322199471,5.258611401075,5.463343911050,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E
08/01/1989,9.194488804452,10.929146085141,4.680071010771,5.084741243896,8.447858063245,12.811023251437,N/E,N/E,N/E,N/E,N/E,7.809940468032,9.363852200489,N/E,N/E,9.610393863310,10.314304730611,12.884313397182,8.631875195855,8.789916224287,7.968394938126,5.273496818738,5.501563013861,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E
09/01/1989,9.282422617283,10.740253898886,5.380914213030,5.137247914615,7.949888389483,12.886864570870,N/E,N/E,N/E,N/E,N/E,7.869218577945,9.706475189904,N/E,N/E,9.757027842106,10.378242266201,12.949538982738,8.883324507091,8.940721760902,7.899434777466,5.316763696250,5.528637945798,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E
10/01/1989,9.419703978264,10.681803750056,5.402785994216,5.340919439021,7.716984886656,12.976896532136,N/E,N/E,N/E,N/E,N/E,8.010975875830,10.014531510890,N/E,N/E,9.930731242319,10.527153418627,13.096466037301,9.087419823121,9.107247371228,7.938272325950,5.447782849404,5.535829526024,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E
11/01/1989,9.551924689511,10.778106573125,5.412442476592,5.413943583346,7.677633044411,13.185886350588,N/E,N/E,N/E,N/E,N/E,8.092220055499,10.336152766995,N/E,N/E,10.085007389818,10.657930008452,13.283790108276,9.270585674145,9.231065980024,8.010241676148,5.497681908240,5.546177830842,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E
12/01/1989,9.874287532842,11.188812719255,5.434877789215,5.708702382589,7.940970791970,13.713023398181,N/E,N/E,N/E,N/E,N/E,8.415833512098,10.716441739018,N/E,N/E,10.379035527512,10.924240673522,13.452079538698,9.597797947371,9.566789502609,8.403513846129,5.879266571277,6.066769985469,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E
01/01/1990,10.350838773076,11.793396915168,5.557029529935,5.739309266540,8.885102675241,14.019009462031,N/E,N/E,N/E,N/E,N/E,8.865463804487,11.128049691642,N/E,N/E,10.779143697898,11.239075698041,13.560664312487,10.104008393812,10.180993690824,9.076540834260,6.624938881694,7.997239334188,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E
02/01/1990,10.585225779758,12.382586370630,5.652401621293,5.738122538499,9.860335714609,14.270632615447,N/E,N/E,N/E,N/E,N/E,8.984804591337,11.464615011541,N/E,N/E,10.977228705746,11.364803950120,13.685185488209,10.393248647785,10.468971052864,9.404087875853,6.709790566812,8.224729911004,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E
03/01/1990,10.771835580258,12.836031482674,5.674764425033,5.738122538499,10.498591659606,14.559122490443,N/E,N/E,N/E,N/E,N/E,9.096253691287,11.812208399922,N/E,N/E,11.144655786835,11.470883904687,13.775747342575,10.637965129605,10.681980955281,9.639101982425,6.741727535734,8.309606275973,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E
04/01/1990,10.935778488825,12.865050639398,5.713358471331,5.681592990586,10.100361942617,14.948417744643,N/E,N/E,N/E,N/E,N/E,9.265099698305,12.203525780853,N/E,N/E,11.363460071991,11.652385484369,13.960135392171,10.902835760049,10.901959732895,9.655309938533,6.746054074540,8.415752127601,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E
05/01/1990,11.126616006841,12.799172034736,5.741937431297,5.690904141845,9.785569676115,15.094053843975,N/E,N/E,N/E,N/E,N/E,9.505704661467,12.570259813115,N/E,N/E,11.625744502802,11.905127816512,14.209503910249,11.175263720305,11.150656314590,9.654042867112,6.805680773657,8.558627624249,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E
06/01/1990,11.371676415218,12.613381352465,5.813000276879,6.150994061072,9.257912124583,15.200629095079,N/E,N/E,N/E,N/E,N/E,9.833032386546,12.950141951216,N/E,N/E,11.917683581227,12.222924787420,14.489644894632,11.431743038650,11.359284884698,9.771431123992,7.210291824158,8.863600924138,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E
07/01/1990,11.579059911870,12.767629547322,5.881133559485,6.150994061072,9.327362779073,15.423478317827,N/E,N/E,N/E,N/E,N/E,10.054371560224,13.359579653348,N/E,N/E,12.156486432828,12.446268949279,14.698254465074,11.688458630125,11.551137706868,9.892685091181,7.301905983076,9.107076653086,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E
08/01/1990,11.776352671829,13.015935218923,5.985330170478,6.160857519773,9.296794114108,15.902457792053,N/E,N/E,N/E,N/E,N/E,10.243130604198,13.750130321370,N/E,N/E,12.375971703875,12.649000942475,14.903990934500,11.927669331284,11.719951644454,10.028459666197,7.333236909560,9.173827975529,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E
09/01/1990,11.944221449111,13.123619474007,7.265821206722,6.208103496256,9.191325095876,16.188059817525,N/E,N/E,N/E,N/E,N/E,10.318046139704,14.138504572434,N/E,N/E,12.578144974226,12.768265628893,15.073716105489,12.234488235036,11.873451019101,10.103087498900,7.377603449191,9.212633385111,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E
10/01/1990,12.115933957645,13.167621780029,7.298260678463,6.314594189553,9.203226800639,16.258312871223,N/E,N/E,N/E,N/E,N/E,10.507640088046,14.515506944616,N/E,N/E,12.780190332414,12.962958263309,15.260080554556,12.444350226694,12.007857987390,10.192043617667,7.510011216373,9.386225461644,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E
11/01/1990,12.437616696434,13.494587420306,7.328653168864,7.036786790980,9.743932060911,16.398364480887,N/E,N/E,N/E,N/E,N/E,10.743996309412,14.935792787809,N/E,N/E,13.056003748927,13.205639151890,15.492339060424,12.760432361885,12.299808648533,10.631134408353,8.060102541158,9.638991103321,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E
12/01/1990,12.829619358264,13.995107577274,7.441305395008,7.420455053208,10.375484246095,16.778428916737,N/E,N/E,N/E,N/E,N/E,11.073671335808,15.434886274440,N/E,N/E,13.427554589250,13.524306232588,15.771291335863,13.196803306864,12.742948465130,11.072131729904,8.450311456494,10.033641937680,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E
01/01/1991,13.156630205568,14.329982820014,7.654668541990,7.420564586198,10.531315062484,17.257970967617,N/E,N/E,N/E,N/E,N/E,11.357172097086,15.918658052110,N/E,N/E,13.785439987252,13.789548646008,15.991218144517,13.670571632025,13.248191577835,11.312869071472,8.605211423520,10.445123979193,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E
02/01/1991,13.386308075828,14.365264145593,7.771603699703,7.558447972388,10.128974047936,17.662167081938,N/E,N/E,N/E,N/E,N/E,11.540900714211,16.314255729054,N/E,N/E,14.052506342840,13.997143931909,16.214772503015,14.011730898594,13.588177307656,11.440308383276,8.821066148186,10.787925600162,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E
03/01/1991,13.577210546641,14.370911585561,7.818802990386,7.742646060638,10.094493365629,17.701595271090,N/E,N/E,N/E,N/E,N/E,11.694185117182,16.645151846769,N/E,N/E,14.261683883217,14.177534640716,16.417612414687,14.256137646390,13.807738808938,11.580204479768,9.089206758927,11.192138488422,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E
04/01/1991,13.719437933151,14.581529071295,7.846771304981,7.675503013181,10.767456971298,17.517607503112,N/E,N/E,N/E,N/E,N/E,11.833794188362,16.897844492711,N/E,N/E,14.417762353276,14.354765359080,16.631711114263,14.383867138514,13.874844384599,11.683800583853,9.093164756440,11.315075103296,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E
05/01/1991,13.853553757249,14.861364624624,7.902798278112,7.622618482650,11.481486559765,17.425260553225,N/E,N/E,N/E,N/E,N/E,11.948361143782,17.123795798975,N/E,N/E,14.554739685552,14.502116527913,16.811743344795,14.506460632699,13.945775915598,11.808547308201,9.073215682647,11.350602711891,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E
06/01/1991,13.998919931317,15.181906107732,7.986183317532,7.636109195678,12.165739301769,17.432351373287,N/E,N/E,N/E,N/E,N/E,12.092364341576,17.322324449983,N/E,N/E,14.692363209520,14.651126586033,16.955867967432,14.628397339523,14.028731697693,11.972519339854,9.091569652452,11.376793079282,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E
07/01/1991,14.122629812500,15.381848291541,8.041111303215,7.642251270373,12.362678642724,17.630919138105,N/E,N/E,N/E,N/E,N/E,12.156541426542,17.528796753312,N/E,N/E,14.823111699433,14.747592414684,17.088319783328,14.802041879305,14.199264419343,12.075889917793,9.105150368387,11.402601787948,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E
08/01/1991,14.220917993559,15.366162114669,8.134173162220,7.647488739009,12.100425759401,17.823783803238,N/E,N/E,N/E,N/E,N/E,12.224303899063,17.712975676796,N/E,N/E,14.958568722950,14.864768481062,17.262945009493,14.959850235585,14.351416884779,12.074229509772,9.116691959704,11.424505859828,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E
09/01/1991,14.362585630254,15.271644396928,9.595880288835,7.653890519783,11.611221673568,18.064456889560,N/E,N/E,N/E,N/E,N/E,12.337715975996,17.928582021027,N/E,N/E,15.166754786645,15.030946477466,17.487264614273,15.220217309929,14.506785098703,12.037540525667,9.134075024003,11.459984943557,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E
10/01/1991,14.529631026184,15.313842373261,9.704907338298,7.731080241269,11.571534867322,18.174987372157,N/E,N/E,N/E,N/E,N/E,12.513334270337,18.161901132211,N/E,N/E,15.376245224328,15.246348060742,17.739467478433,15.420466629755,14.701115394973,12.089767764351,9.196387281783,11.496348393475,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E
11/01/1991,14.890406287712,15.398167197347,9.712179146401,9.541966361542,11.632289192897,18.277569990425,N/E,N/E,N/E,N/E,N/E,12.751750877079,18.436515132509,N/E,N/E,15.522077668530,15.357869604589,17.671259281821,15.609111387336,14.862496671601,13.015993652286,10.927451423470,13.064890372617,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E
12/01/1991,15.240897864329,15.654940972416,9.722595367604,10.446742789896,11.850344835704,18.562022048979,N/E,N/E,N/E,N/E,N/E,13.068682532350,18.872982188149,N/E,N/E,15.797700974353,15.605176404725,17.805421421192,15.918832860512,15.136162206896,13.560443596112,11.749665089872,13.735153596256,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E
01/01/1992,15.517902070849,16.064228019203,9.926740771852,10.458157918990,12.513835822864,18.748609843626,N/E,N/E,N/E,N/E,N/E,13.188394994693,19.333411251200,N/E,N/E,16.089306178460,15.741296164128,17.953027072564,16.407384883360,15.681744966029,13.795046892300,11.822426673258,13.909413944638,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E
02/01/1992,15.701758987125,16.377160409858,10.010083291638,10.471251472952,13.183491489528,18.754142267523,N/E,N/E,N/E,N/E,N/E,13.214230936638,19.661974471212,N/E,N/E,16.266271447281,15.835634353112,18.132324181031,16.688835438075,15.962407430153,13.994762429488,11.917823973784,14.141021263706,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E
03/01/1992,15.861556329433,16.649986624683,10.014908294192,10.521462702003,13.679873036423,18.832823227213,N/E,N/E,N/E,N/E,N/E,13.274795779911,19.904187634659,N/E,N/E,16.413513021757,15.934295364958,18.274626767757,16.897165673378,16.177173311473,14.185732204261,12.033933288101,14.365527061555,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E
04/01/1992,16.002952687000,16.814754069717,10.042998423569,10.478241743004,13.977252123958,18.882367626734,N/E,N/E,N/E,N/E,N/E,13.348378764234,20.096801125893,N/E,N/E,16.566150797847,16.050878692943,18.440062060280,17.094796132252,16.400269363992,14.295408070370,12.092998483570,14.594864925737,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E
05/01/1992,16.108466006496,16.466320482223,10.054384637984,10.475619025375,13.102732298201,18.985068054855,N/E,N/E,N/E,N/E,N/E,13.509455401091,20.303372464119,N/E,N/E,16.767519752481,16.252132840830,18.679753314493,17.294711211095,16.620918913733,14.145181184389,12.127806875781,14.691763668136,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E
06/01/1992,16.217494452222,16.289665681606,10.110960794352,10.551070810467,12.458447941937,19.206816510015,N/E,N/E,N/E,N/E,N/E,13.642878436468,20.524169470781,N/E,N/E,16.934253119056,16.401496455121,18.838939832512,17.482379472521,16.806932096687,14.099644190999,12.205324473866,14.771446983318,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E
07/01/1992,16.319893816416,16.226935744547,10.244311961394,10.610805288589,12.125400175382,19.373617116394,N/E,N/E,N/E,N/E,N/E,13.733562455014,20.731082381235,N/E,N/E,17.072716776998,16.499109499214,18.938270686334,17.672095121659,16.996014849380,14.104989820077,12.274909231324,14.856363336010,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E
08/01/1992,16.420153531063,16.095926377422,10.408745180752,10.660314893165,11.624978263271,19.557166634720,N/E,N/E,N/E,N/E,N/E,13.825256289950,20.923273627594,N/E,N/E,17.221542012979,16.628199221078,19.107682561368,17.845029519326,17.161400301496,14.075055912710,12.339897454541,14.946183370960,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E
09/01/1992,16.562988421728,16.091668998668,12.974181770441,10.695238256359,11.489499017361,19.663819215736,N/E,N/E,N/E,N/E,N/E,13.904306713411,21.089709665308,N/E,N/E,17.413919733301,16.721047294454,19.211877655707,18.163431785998,17.321020701383,14.084544252231,12.362458374404,14.947669483064,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E
10/01/1992,16.682252798025,16.240147196511,13.067068109495,10.848352956632,11.682995814772,19.771371842792,N/E,N/E,N/E,N/E,N/E,13.957897969040,21.228742898243,N/E,N/E,17.529870568464,16.821209205623,19.366985471629,18.298695328865,17.461112757132,14.211015251231,12.469709976886,14.976343322753,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E
11/01/1992,16.820858067897,16.463429036427,13.068768175722,11.022987523089,12.168203945164,19.769070287651,N/E,N/E,N/E,N/E,N/E,13.987937691125,21.372374321966,N/E,N/E,17.655124254023,16.924492702263,19.560919917513,18.451109473629,17.638336035216,14.383211544804,12.595826797001,15.019123003521,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E
12/01/1992,17.060370670216,17.190497271083,13.070102807692,11.149188855240,13.547986286468,19.930652311087,N/E,N/E,N/E,N/E,N/E,14.085008601616,21.521877768619,N/E,N/E,17.829445402198,17.059013420218,19.735411454028,18.675051641288,17.935325968804,14.792525287311,12.710535581737,15.112676322072,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E
01/01/1993,17.274369884079,17.419595042854,13.195976559989,11.261746926013,13.610625915033,20.295855668120,N/E,N/E,N/E,N/E,N/E,14.204850877017,21.734345360189,N/E,N/E,18.053552050075,17.180364973211,19.849323038722,19.029064203549,18.404959667815,14.976864251810,12.854905849543,15.307901569716,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E
02/01/1993,17.415502610111,17.204850355721,13.243118120172,11.368853407834,12.955745764116,20.457038393869,N/E,N/E,N/E,N/E,N/E,14.371464884484,21.950900867298,N/E,N/E,18.255321168089,17.366553292670,20.047356672456,19.249196993485,18.650472712343,14.955229312041,13.015053623233,15.554185058902,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E
03/01/1993,17.516998351872,16.790242363803,13.272681304605,11.493444392277,11.955183688895,20.545421559397,N/E,N/E,N/E,N/E,N/E,14.525521043474,22.126415638915,N/E,N/E,18.440426741293,17.544322818587,20.243207200529,19.442232509934,18.875619879130,14.833553517489,13.168055158757,15.752202211738,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E
04/01/1993,17.618012674726,16.754988854692,13.397727600570,11.525222472375,12.031530558822,20.416602675278,N/E,N/E,N/E,N/E,N/E,14.641197431662,22.276604715470,N/E,N/E,18.563215729173,17.656208692754,20.341249301211,19.578018336972,19.006363001234,14.875471290730,13.283228046089,16.005082004560,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E
05/01/1993,17.718721335329,16.990697990650,13.536115300159,11.574999393084,12.676561818661,20.301998540527,N/E,N/E,N/E,N/E,N/E,14.711134614331,22.405077609403,N/E,N/E,18.645667450516,17.726964509149,20.407584418710,19.674803620190,19.081288301261,15.023294105788,13.349985198423,16.099155614983,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E
06/01/1993,17.818102266693,17.180519010500,13.601645279323,11.704224063480,13.158336130891,20.241530553210,N/E,N/E,N/E,N/E,N/E,14.737202373969,22.525892724664,N/E,N/E,18.725561050578,17.788990032425,20.513229665493,19.776961182321,19.178246419762,15.173069040879,13.463816859201,16.185315888239,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E
07/01/1993,17.903728314013,17.301236649535,13.638401853741,11.831998760157,13.258058947054,20.377618851090,N/E,N/E,N/E,N/E,N/E,14.776948536935,22.660806043250,N/E,N/E,18.803181016069,17.823206081538,20.537321193211,19.909589116541,19.322589265205,15.278811356097,13.556718472594,16.218279718596,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E
08/01/1993,17.999553984815,17.261453193424,13.708645994404,11.964131884378,13.162891348111,20.385389550451,N/E,N/E,N/E,N/E,N/E,14.850177333544,22.771657634169,N/E,N/E,18.924394340977,17.944553457829,20.714046710744,20.029666924037,19.455785455464,15.305983177088,13.647336807417,16.237878134337,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E
09/01/1993,18.132863626020,17.348545186611,15.802363543006,12.091314462505,13.327648092846,20.405184467588,N/E,N/E,N/E,N/E,N/E,14.874740358760,22.867610443523,N/E,N/E,19.074772780092,18.014542963862,20.839795663233,20.281873692316,19.596511977304,15.392236256902,13.733840262939,16.254829470270,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E
10/01/1993,18.207023453070,17.150694522367,15.818042366137,12.271119204235,12.876699017123,20.424964001057,N/E,N/E,N/E,N/E,N/E,14.912701301059,22.984475291585,N/E,N/E,19.187884975526,18.099136549734,20.980634141193,20.430635129546,19.781723749567,15.362055936293,13.861357862173,16.292675455088,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E
11/01/1993,18.287329032569,17.195782639370,15.824261669371,12.452497712193,13.065133767322,20.348103302525,N/E,N/E,N/E,N/E,N/E,14.899984800941,23.090817705566,N/E,N/E,19.257797565001,18.156673225287,21.128362704042,20.515852452935,19.864788029832,15.468878741916,14.027667269414,16.430980410029,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E
12/01/1993,18.426767234662,17.721616679828,15.824261669371,12.561969901960,13.904668530935,20.598709132775,N/E,N/E,N/E,N/E,N/E,14.906596527530,23.249358880987,N/E,N/E,19.329869925287,18.174603293659,21.160147263294,20.656738853622,20.013512148865,15.785209650436,14.150318942831,16.573652558846,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E
01/01/1994,18.569623144132,17.944292193549,15.914254937933,12.672863800092,14.165898584457,20.784467279110,N/E,N/E,N/E,N/E,N/E,15.052464058008,23.448430042673,N/E,N/E,19.456927168084,18.263661411961,21.165687475896,20.831484396534,20.186360664860,15.968087922063,14.297888134923,16.780165663452,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E
02/01/1994,18.665129781468,17.596664728953,15.974270627539,12.784427754187,13.300181984277,20.881203911658,N/E,N/E,N/E,N/E,N/E,15.171455376612,23.655884590101,N/E,N/E,19.620526120422,18.413661385130,21.345768701465,21.011210659897,20.366211421588,15.881644101893,14.456617702955,17.015216943291,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E
03/01/1994,18.761104466496,17.348047445822,15.982127993374,12.924297247233,12.813667134441,20.838371487306,N/E,N/E,N/E,N/E,N/E,15.358717342801,23.795801070167,N/E,N/E,19.764762119603,18.570812849897,21.450069621698,21.137747838144,20.500367286060,15.848289779535,14.625788378570,17.230624703609,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E
04/01/1994,18.852987077021,17.310238278062,16.018723300898,12.941244969575,12.828995092123,20.756423524306,N/E,N/E,N/E,N/E,N/E,15.487593780532,23.923850341101,N/E,N/E,19.888905402002,18.685703515673,21.537141245335,21.272761966994,20.652906037927,15.853353487266,14.671329323197,17.323279672504,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E
05/01/1994,18.944076868970,17.358645913606,16.091758333264,12.954355257097,12.943392940963,20.748150708765,N/E,N/E,N/E,N/E,N/E,15.590588646043,24.053215384927,N/E,N/E,20.002916965911,18.806079764826,21.671545333457,21.377710287344,20.748755682167,15.882409840563,14.682494048402,17.331000698480,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E
06/01/1994,19.038869018640,17.438313025599,16.165425575541,13.032976003474,13.243608532533,20.639989956268,N/E,N/E,N/E,N/E,N/E,15.657517389075,24.180564314392,N/E,N/E,20.107672443239,18.923580719991,21.848031614027,21.465298689417,20.815826563839,15.949504906569,14.738547438372,17.348334480530,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E
07/01/1994,19.123304889906,17.661331798748,16.172727560884,13.066355183907,13.615998039688,20.732492074811,N/E,N/E,N/E,N/E,N/E,15.707089223916,24.295794071597,N/E,N/E,20.178133452534,18.968158482374,21.882398351203,21.568370645996,20.924255989631,16.069890114325,14.763633590647,17.359117132477,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E
08/01/1994,19.212436519484,17.727561654211,16.294920672207,13.136509261662,13.782370077387,20.712849010514,N/E,N/E,N/E,N/E,N/E,15.795451793644,24.400181215826,N/E,N/E,20.279411325974,19.088378800898,22.036169233566,21.644567254740,20.979822536563,16.125604987721,14.810108597337,17.365170962775,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E
09/01/1994,19.349075986291,17.805383806999,18.143124229944,13.204567662303,13.936237165457,20.724923446409,N/E,N/E,N/E,N/E,N/E,15.971143837562,24.496490063862,N/E,N/E,20.443966139678,19.211169300783,22.078075126804,21.861337587894,21.087071336857,16.186381522360,14.855549960069,17.371986555954,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E
10/01/1994,19.450651969134,17.844539870464,18.141903592466,13.419160862674,14.032592399679,20.715004698196,N/E,N/E,N/E,N/E,N/E,16.097894512094,24.594238420709,N/E,N/E,20.547981477178,19.334728311902,22.187686127030,21.939479380551,21.163882477726,16.280130894961,15.001895963033,17.401624909953,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E
11/01/1994,19.554633143235,17.990017328488,18.150115287084,13.491826393312,14.332201547165,20.727461100527,N/E,N/E,N/E,N/E,N/E,16.190035812218,24.684672172465,N/E,N/E,20.654329674108,19.439556964177,22.301430052141,22.046929443826,21.294443836433,16.376453810850,15.053043840025,17.415892528059,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E
12/01/1994,19.726139318544,18.257874495013,18.150115287084,13.674276753826,14.759751250024,20.855207111307,N/E,N/E,N/E,N/E,N/E,16.316842668060,24.848311768378,N/E,N/E,20.814708569527,19.578026805276,22.444808154696,22.234111182991,21.519889119773,16.575214818167,15.189067511944,17.471914866248,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E
